language,cast_num,cast_0,crew_num,director,genre_0,company_0,country,cast_bucket
en,32,Clive Owen,35,David Schwimmer,Crime,Nu Image Films,US,1
en,8,Barry McEvoy,3,Barry Levinson,Comedy,Columbia Pictures,US,0
en,7,Pete Postlethwaite,2,Sam Miller,Comedy,Arts Council of England,GB,0
en,23,Naomi Watts,17,Anne Fontaine,Drama,Gaumont,FR,0
en,4,Vincent D'Onofrio,2,Dan Ireland,Drama,Ventanarosa Productions,US,0
es,11,Javier Bardem,13,Fernando León de Aranoa,Drama,Vía Digital,ES,0
en,14,Danielle Harris,18,Jim Mickle,Drama,Glass Eye Pix,US,0
en,12,Thomas Jane,3,Stephen T. Kay,Drama,Tapestry Films,US,0
pt,6,Wagner Moura,56,Karim Aïnouz,Drama,Coração da Selva,BR,0
en,10,Ellen Barkin,5,Sam Levinson,Comedy,Filmula,US,0
en,11,Melissa George,8,Julian Gilbey,Adventure,Carnaby International,GB,0
en,4,David Hewlett,12,Vincenzo Natali,Comedy,,CA,0
ru,7,Konstantin Khabenskiy,5,Aleksandr Veledinskiy,Drama,Marmot-film,RU,0
en,11,William Daniels,4,Peter H. Hunt,Drama,Columbia Pictures Corporation,US,0
en,7,Alexander Siddig,2,Ruba Nadda,Thriller,IFC Films,CA,0
en,9,Ben Lyon,6,James Whale,Action,The Caddo Company,US,0
en,17,Selma Blair,10,Edward Burns,Comedy,,,0
en,36,Jessica Alba,74,Phil Joanou,Horror,Blumhouse Productions,US,1
en,9,Xavier Samuel,9,Sean Byrne,Horror,Omnilab Media,AU,0
en,12,Kristen Quintrall,1,Chris Stokes,Horror,Brian Barrett Pictures,US,0
en,10,Brooke D'Orsay,2,Mark Griffiths,Comedy,Annuit Coeptis Entertainment Inc.,US,0
en,6,Scott Eastwood,6,Bruce MacDonald,Romance,"Divine Inspiration, The Fabulous Boomtown Boys",ZA,0
en,25,Paul Scofield,15,Fred Zinnemann,Drama,Columbia Pictures Corporation,GB,1
en,23,Faye Dunaway,12,Sidney Lumet,Drama,United Artists,US,0
en,133,Vivien Leigh,48,Victor Fleming,Drama,Selznick International Pictures,US,3
en,10,Freida Pinto,39,Richard Raymond,Drama,Head Gear Films,MA,0
en,14,Charlton Heston,12,Sam Peckinpah,War,Columbia Pictures Corporation,US,0
en,6,Betty Hutton,4,George Sidney,Action,Metro-Goldwyn-Mayer (MGM),US,0
en,20,Riz Ahmed,13,Chris Morris,Comedy,Film4,GB,0
pt,10,Fernanda Montenegro,4,Andrucha Waddington,Drama,,BR,0
en,16,Woody Harrelson,17,Peter Stebbings,Drama,Alliance Films,CA,0
en,11,Judy Garland,6,Vincente Minnelli,Music,Metro-Goldwyn-Mayer (MGM),US,0
en,12,Brian Cox,5,Dagur Kári,Drama,Nimbus Film Productions,DK,0
en,15,Samuel Anderson,16,Nicholas Hytner,Comedy,DNA Films,GB,0
en,49,Dustin Hoffman,13,John Schlesinger,Drama,United Artists,US,1
en,30,Robert Carlyle,13,Peter Cattaneo,Comedy,Channel Four Films,GB,1
en,23,Robert Hays,30,Jerry Zucker,Comedy,Paramount Pictures,US,0
en,4,Michael Jai White,2,Kevin Carraway,Thriller,Hollywood Media Bridge,US,0
en,18,Ice Cube,5,F. Gary Gray,Comedy,New Line Cinema,US,0
en,12,Tyrin Turner,8,Albert Hughes,Drama,New Line Cinema,US,0
en,15,George Kennedy,21,Michael Gornick,Horror,New World Pictures,US,0
en,13,Jason Robards,13,Sam Peckinpah,Action,Warner Bros.,US,0
en,16,Robert Blake,5,Richard Brooks,Crime,Columbia Pictures Corporation,US,0
en,33,Audrey Hepburn,25,Fred Zinnemann,Drama,Warner Bros.,US,1
en,15,Paul Newman,14,Jack Smight,Action,Warner Bros.,US,0
en,13,Jon Finch,11,Alfred Hitchcock,Crime,Universal Pictures,GB,0
en,32,Anya Taylor-Joy,47,Robert Eggers,Mystery,Parts and Labor,CA,1
en,4,Master P,3,Michael Martin,Action,Dimension Films,US,0
en,8,Edward Burns,8,Edward Burns,Comedy,Fox Searchlight Pictures,US,0
en,11,Ian McKellen,13,Bill Condon,Drama,Lions Gate Films,GB,0
es,31,Ricardo Darín,47,Juan José Campanella,Crime,100 Bares,AR,1
en,5,Thora Birch,14,Gideon Raff,Horror,Nu Image Films,US,0
en,9,Bruce Campbell,21,Sam Raimi,Horror,Renaissance Films,US,0
en,20,Jennifer Coolidge,19,Louis C.K.,Action,,US,0
en,14,Ian Ziering,16,Anthony C. Ferrante,TV Movie,The Asylum,US,0
es,5,Damián Delgado,7,Salvador Carrasco,Drama,,MX,0
nb,7,Otto Jespersen,36,André Øvredal,Fantasy,Filmkameratene A/S,NO,0
en,18,Chris Messina,1,Robert Cary,Comedy,,US,0
en,15,Zooey Deschanel,2,Adam Rapp,Comedy,Yari Film Group,US,0
en,26,Sara Foster,17,Angela Robinson,Action,Destination Films,US,1
en,6,Brett Granstaff,4,Warren P. Sonoda,Crime,Freestyle Releasing,US,0
en,9,Melissa George,2,Amanda Gusack,Crime,Metro-Goldwyn-Mayer (MGM),US,0
en,6,Joe Pantoliano,3,Avi Nesher,Action,Counterclock Productions,US,0
en,9,James Nesbitt,2,Nick Murphy ,Drama,,,0
en,4,Mark Thompson,16,Charles Adelman,Horror,Anthem Pictures,US,0
en,23,Peter Weller,8,Jay Oliva,Action,DC Comics,US,0
en,5,Oscar Isaac,3,Charles Ferguson,Documentary,Representational Pictures,US,0
en,5,Dominic Purcell,3,Uwe Boll,Action,,BG,0
en,15,Abigail Breslin,28,Mark Young,Action,NAZZ Productions,US,0
en,5,Scott Eastwood,4,"Daniel Petrie, Jr.",Drama,Enderby Entertainment,US,0
en,6,Glen Murphy,9,Antonio Simoncini,Crime,,GB,0
en,13,Mel Brooks,10,Mel Brooks,Comedy,Twentieth Century Fox Film Corporation,US,0
fr,4,Morgan Freeman,9,Luc Jacquet,Documentary,Wild Bunch,FR,0
en,13,Kevin Spacey,28,J.C. Chandor,Thriller,Benaroya Pictures,US,0
en,3,Murray Bartlett,1,Eldar Rapaport,Drama,,,0
en,22,Sam Rockwell,29,Clark Gregg,Comedy,Fox Searchlight Pictures,US,0
en,51,Miles Teller,64,Damien Chazelle,Drama,Bold Films,US,2
pt,27,Alexandre Rodrigues,35,Fernando Meirelles,Drama,O2 Filmes,BR,1
en,9,John Simm,4,Justin Kerrigan,Comedy,Irish Screen,GB,0
en,26,Kat Dennings,22,Nathan Frankowski,Drama,Two Streets Entertainment,US,1
en,13,Brittany Murphy,16,Karen Moncrieff,Mystery,Lakeshore Entertainment,US,0
da,33,Mads Mikkelsen,28,Thomas Vinterberg,Drama,Zentropa Entertainments,DK,1
en,15,Melinda Dillon,12,Bob Clark,Comedy,Metro-Goldwyn-Mayer (MGM),US,0
en,22,Tammy Blanchard,28,Alejandro Monteverde,Drama,Mpower Pictures,MX,0
en,15,Perry King,17,Mark L. Lester,Action,Guerilla High Productions,CA,0
en,7,Mena Suvari,4,Jonathan Silverman,Comedy,Magna Global Entertainment,US,0
en,7,Rupert Graves,4,Eric Styles,Romance,Fox Entertainment Group,GB,0
fr,22,François Bégaudeau,10,Laurent Cantet,Drama,Haut et Court,FR,0
en,18,Mia Farrow,14,Roman Polanski,Horror,Paramount Pictures,US,0
en,85,John Wayne,32,John Ford,Western,Paramount Pictures,US,3
en,24,Hugh Dancy,13,Max Mayer,Drama,Vox3 Films,US,0
es,16,Catalina Sandino Moreno,55,Joshua Marston,Drama,Fine Line Features,EC,0
en,31,Ewan McGregor,22,Mike Mills,Drama,Parts and Labor,US,1
en,20,Balthazar Getty,65,John Gulager,Action,Neo Art & Logic,US,0
en,41,John Belushi,40,John Landis,Comedy,Universal Pictures,US,1
en,27,Sean Connery,13,Guy Hamilton,Adventure,United Artists,GB,1
en,32,Caleb Landry Jones,21,Brandon Cronenberg,Science Fiction,Alliance Films,CA,1
en,108,James Stewart,28,Frank Capra,Drama,RKO Radio Pictures,US,3
en,23,Ewan McGregor,44,Danny Boyle,Drama,Miramax Films,GB,0
en,4,Steve Harvey,6,Spike Lee,Comedy,40 Acres & A Mule Filmworks,US,0
en,10,Katie Featherston,27,Tod Williams,Horror,Paramount Pictures,US,0
en,56,Ian Bannen,8,Kirk Jones,Comedy,Fox Searchlight Pictures,FR,2
en,21,Michael Moore,23,Michael Moore,Documentary,Alliance Atlantis Communications,US,0
zh,10,Gong Li,7,Zhang Yimou,Drama,LeVision Pictures,CN,0
en,26,Robert Englund,30,Jack Sholder,Horror,New Line Cinema,US,1
en,25,Maggie Smith,8,James Ivory,Drama,Goldcrest Films International,GB,1
en,15,Lena Headey,11,James DeMonaco,Science Fiction,Universal Pictures,FR,0
en,15,Ethan Hawke,14,Scott Derrickson,Horror,Alliance Films,US,0
en,1,Martin Lawrence,10,Martin Lawrence,Comedy,,US,0
en,12,Elizabeth Taylor,15,Richard Brooks,Drama,Avon Production,US,0
en,16,James Franciscus,16,Ted Post,Adventure,Twentieth Century Fox Film Corporation,US,0
en,8,Kevin Zegers,4,Charles Martin Smith,Comedy,Walt Disney Pictures,CA,0
ja,3,Veronica Taylor,4,Michael Haigney,Adventure,TV Tokyo,JP,0
en,12,Thom Mathews,6,Tom McLoughlin,Horror,Paramount Pictures,US,0
en,15,William Holden,11,David Lean,Drama,Columbia Pictures Corporation,GB,0
en,4,Ariana Richards,2,Patrick Read Johnson,Comedy,Touchstone Pictures,US,0
en,16,Barbara Harris,8,Alfred Hitchcock,Comedy,Universal Pictures,US,0
en,23,Jack Lemmon,26,Billy Wilder,Comedy,United Artists,US,0
en,12,Kane Hodder,15,Adam Marcus,Fantasy,New Line Cinema,US,0
en,11,Paul Newman,13,Alfred Hitchcock,Mystery,Universal Pictures,US,0
en,15,Dave Chappelle,13,Michel Gondry,Comedy,Yari Film Group,US,0
en,9,Michael Fassbender,49,John Maclean,Romance,The New Zealand Film Commission,NZ,0
en,10,Blair Underwood,2,Michael Schultz,Drama,Warner Bros.,US,0
en,6,Donald Faison,3,Benny Boom,Action,Melee Entertainment,US,0
en,14,Burt Lancaster,8,Richard Brooks,Drama,United Artists,US,0
en,55,Spencer Tracy,25,Stanley Kramer,Drama,United Artists,DE,2
en,5,Deon Richmond,2,David Raynr,Comedy,Beacon Communications,US,0
en,15,John Wayne,9,Howard Hawks,Western,United Artists,US,0
en,5,Mo'Nique,2,Nnegest Likké,Comedy,,US,0
en,17,Ethan Hawke,35,Richard Linklater,Romance,Castle Rock Entertainment,GR,0
en,34,Jason Bateman,21,Christopher Leitch,Comedy,Atlantic Entertainment Group,US,1
en,14,James Le Gros,8,Don Coscarelli,Action,Universal Pictures,US,0
en,5,Kimberly Elise,2,Michael Schultz,Drama,,US,0
en,7,America Ferrera,1,Patricia Cardoso,Comedy,,,0
en,9,Lisa Ray,4,Deepa Mehta,Drama,David Hamilton Productions,CA,0
en,21,Om Puri,5,Damien O'Donnell,Comedy,BBC,GB,0
en,9,Amanda Peet,2,Peter M. Cohen,Comedy,Hi-Rez Films,US,0
en,4,Indira Varma,3,Mira Nair,Drama,Mirabai Films,GB,0
en,14,Rebecca Hall,3,Nicole Holofcener,Comedy,Sony Pictures Classics,US,0
en,36,Gene Wilder,14,Mel Stuart,Family,Paramount Pictures,US,1
en,18,Julian Sands,3,Anthony Hickox,Fantasy,Tapestry Films,US,0
en,19,Joe Pesci,2,Tom Schulman,Comedy,Orion Pictures,GB,0
en,7,Richard Gere,17,Terrence Malick,Drama,Paramount Pictures,US,0
en,10,John Turturro,3,Jill Sprecher,Drama,,US,0
en,14,Rose McGowan,22,Darren Stein,Comedy,TriStar Pictures,US,0
en,20,Jeffrey Wright,27,Julian Schnabel,Drama,Miramax,US,0
en,48,Greta Gerwig,23,Noah Baumbach,Comedy,Scott Rudin Productions,BR,1
af,16,Presley Chweneyagae,14,Gavin Hood,Crime,Movieworld Productions,ZA,0
en,18,Jane Adams,7,Todd Solondz,Comedy,Killer Films,US,0
en,4,Eddie Griffin,11,George Gallo,Comedy,Brad Grey Pictures,US,0
en,10,Michael Parks,18,Kevin Smith,Comedy,Phase 4 Films,US,0
ko,13,Choi Min-sik,16,Park Chan-wook,Drama,Egg Films,KR,0
en,15,Robyn Lively,3,David Nixon,Action,Mercy Creek Entretainment,US,0
en,5,Rutger Hauer,13,Jason Eisener,Action,Rhombus Media,US,0
es,9,Omar Chaparro,4,Enrique Begné,Action,,,0
en,14,Kiefer Sutherland,10,Matthew Bright,Comedy,The Kushner-Locke Company,US,0
en,5,Erin Cottrell,1,Michael Landon Jr.,TV Movie,,US,0
en,29,Katie Jarvis,24,Andrea Arnold,Drama,BBC Films,GB,1
en,21,Greta Gerwig,2,Whit Stillman,Comedy,Westerly Films,US,0
en,15,Craig T. Nelson,3,Stuart Gillard,Horror,MGM Television,US,0
en,15,Kirsten Dunst,63,Leslye Headland,Comedy,Gary Sanchez Productions,US,0
en,7,Virginia Madsen,17,Bobby Roth,Drama,Lions Gate Television,US,0
en,19,Eric Wareheim,10,Tim Heidecker,Comedy,2929 Productions,US,0
de,14,Robert Stadlober,18,Marco Kreuzpaintner,Comedy,Claussen + Wöbke Filmproduktion GmbH,DE,0
en,6,Eric Stoltz,3,Michael Worth,War,,,0
en,8,Nikki Reed,34,Deon Taylor,Horror,Tiger Tail Entertainment,US,0
en,7,Gretchen Mol,5,Jason Alexander,Drama,Sweetland Films,US,0
en,10,Lauren German,35,Xavier Gens,Science Fiction,Instinctive Film,CA,0
en,5,Ciarán Hinds,1,Conor McPherson,Drama,,,0
en,14,Maria Bello,47,Will Canon,Thriller,Icon Entertainment International,GB,0
en,10,Paget Brewster,3,Philip Zlotorynski,Comedy,Film Threat DVD,US,0
en,18,Nicholas Turturro,5,Lance Kawas,Comedy,,,0
en,12,Rooney Mara,10,Francesca Gregorini,Drama,Tax Credit Finance,US,0
en,11,Camilla Belle,6,Márcio Garcia,Action,Society Entertainment,BR,0
en,36,Paul Rudd,20,David Wain,Comedy,Lionsgate,US,1
en,12,Kathryn Fiore,2,Craig Moss,Comedy,Silver Nitrate Films,US,0
en,11,Stacey Asaro,10,Michael Jai White,Drama,,US,0
en,25,Lee Marvin,30,John Boorman,Action,Metro-Goldwyn-Mayer (MGM),US,1
en,6,Alessandro Gassman,16,Paolo Monico,Drama,Indiana Production Company,US,0
en,6,Jake Hoffman,3,Youssef Delara,Thriller,Cimarron Productions,US,0
en,15,Shantel VanSanten,16,Darin Scott,Mystery,Merchant Films,US,0
en,10,Luke Goss,3,Christian Sesma,Thriller,Triumphant Entertainment,US,0
en,4,Everett McGill,6,Monte Hellman,,,,0
en,6,Frank Vincent,3,Brian Caunter,Action,Chicago Overcoat Productions,US,0
en,56,Patrick Wilson,36,Chris D'Arienzo,Comedy,Prospect Pictures,US,2
pt,19,Fernanda Montenegro,43,Walter Salles,Drama,MACT Productions,BR,0
en,40,Glenn Ford,9,Frank Capra,Comedy,Franton Production,US,1
en,6,Scott Adkins,29,Isaac Florentine,Crime,Bleiberg Entertainment,US,0
en,3,Brenda Vaccaro,0,,Comedy,,,0
en,6,Kate Bosworth,3,Michael Polish,Thriller,Infra-Red Pictures,US,0
en,19,Zoe Sloane,27,Heidi Ewing,Documentary,Chad Troutwine Films,US,0
fr,7,Cécile de France,14,Alexandre Aja,Horror,Alexandre Films,FR,0
en,6,Ryan Kwanten,2,Leon Ford,Romance,Screen Australia,AU,0
en,10,James Remar,2,Hank Braxtan,Thriller,August Heart Entertainment,US,0
en,15,Terrence Howard,29,Craig Brewer,Drama,MTV Films,US,0
en,44,Marilyn Monroe,40,Billy Wilder,Comedy,The Mirisch Corporation,US,1
en,15,Kane Hodder,12,John Carl Buechler,Horror,Paramount Pictures,US,0
en,12,Judy Garland,20,Victor Fleming,Adventure,Loew's Incorporated,US,0
en,34,Gene Wilder,44,Mel Brooks,Comedy,Twentieth Century Fox Film Corporation,US,1
en,10,Michelle Morgan,2,George A. Romero,Horror,Artfire Films,US,0
en,12,Sanjay Dutt,8,Rajkumar Hirani,Comedy,,IN,0
en,12,Peter Fonda,15,Victor Nunez,Drama,Clinica Estetico,US,0
en,9,Kelly Reno,13,Carroll Ballard,Adventure,United Artists,US,0
en,0,,1,Rohit Jugraj,,,IN,0
en,6,Casper Christensen,3,Kresten Vestbjerg Andersen,Action,Nordisk Film,DK,0
en,20,John Wayne,10,John Ford,Adventure,Paramount Pictures,US,0
nl,37,Henri Garcin,7,Alex van Warmerdam,Comedy,,NL,1
en,14,Spencer Tracy,17,Victor Fleming,Drama,Metro-Goldwyn-Mayer (MGM),US,0
en,25,Cleavon Little,12,Mel Brooks,Western,Crossbow Productions,US,1
en,13,Kimberly Beck,8,Joseph Zito,Horror,Paramount Pictures,US,0
pl,10,Agata Trzebuchowska,36,Paweł Pawlikowski,Drama,Danish Film Institute,DK,0
en,27,James Wilby,9,James Ivory,Drama,Merchant Ivory Productions,GB,1
en,10,Artie Lange,16,Frank Sebastiano,Comedy,Identity Films,US,0
en,14,Jeff Clark,8,Stacy Peralta,Documentary,,FR,0
es,8,Karra Elejalde,25,Nacho Vigalondo,Science Fiction,Arsénico Producciones,ES,0
zh,7,Huang Bo,6,Ning Hao,Action,,CN,0
en,12,Josh Randall,18,Tony Giglio,Horror,Ascendant Pictures,US,0
en,19,Gene Kelly,23,Stanley Donen,Comedy,Metro-Goldwyn-Mayer (MGM),US,0
en,5,Joe Cross,2,Joe Cross,Documentary,,US,0
en,16,Marlon Wayans,8,Michael Tiddes,Comedy,Endgame Entertainment,US,0
en,0,,7,John Sullivan,Documentary,,US,0
en,25,Tom Everett Scott,9,Tom Hanks,Comedy,Twentieth Century Fox Film Corporation,US,1
en,23,Tom Atkins,12,Tommy Lee Wallace,Horror,Universal Pictures,US,0
en,13,Roddy McDowall,14,Don Taylor,Action,Twentieth Century Fox Film Corporation,US,0
en,17,Paul Newman,9,Martin Ritt,Action,Paramount Pictures,US,0
en,7,Kevin Hart,21,Leslie Small,Comedy,Hartbeat Productions,US,0
en,13,River Phoenix,11,Gus Van Sant,Drama,Fine Line Features,US,0
en,37,Zach Braff,22,Zach Braff,Comedy,Fox Searchlight Pictures,US,1
en,27,Ethan Hawke,12,Richard Linklater,Drama,Detour Film Production,AT,1
fr,16,Patrick Huard,9,Éric Tessier,Horror,Go Films,CA,0
en,9,Billy Crudup,13,Alison Maclean,Comedy,Evenstar Films,CA,0
en,5,Michelle Krusiec,24,Alice Wu,Comedy,,US,0
en,5,Tannishtha Chatterjee,3,Sarah Gavron,Drama,Ingenious Film Partners,GB,0
en,15,Frank Langella,23,Jake Schreier,Science Fiction,Samuel Goldwyn Films,US,0
en,12,Sarah Polley,17,Isabel Coixet,Drama,El Deseo,CA,0
en,29,Miles Teller,18,James Ponsoldt,Comedy,21 Laps Entertainment,US,1
en,16,Bill Maher,2,Larry Charles,Comedy,Lions Gate Films,US,0
en,6,Joshua Tickell,2,Joshua Tickell,Documentary,,US,0
en,4,Pete Postlethwaite,2,Tim Boxell,Drama,,,0
en,16,Carly Schroeder,3,Michael D. Sellers,Drama,Gold/Miller Productions,US,0
en,6,Rocky Mayor Anderson,3,Reed Cowan,Documentary,,,0
en,16,Jesse Metcalfe,18,James Dodson,Comedy,Adlabs Films Ltd.,IN,0
de,16,Franka Potente,8,Stefan Ruzowitzky,Horror,Claussen + Wöbke Filmproduktion GmbH,DE,0
en,3,Leonor Varela,5,Alex Rivera,Drama,Likely Story,MX,0
en,48,Rainn Wilson,27,James Gunn,Comedy,This Is That Productions,US,1
en,8,Ashley Scott,2,John Murlowski,Comedy,,US,0
de,14,Matt O'Leary,32,Benni Diez,Comedy,Rat Pack Filmproduktion,US,0
en,18,Natasha Lyonne,9,Danny Perez,Horror,Hideaway Pictures,US,0
en,18,Ossie Davis,2,Spike Lee,Drama,Columbia Pictures,US,0
en,6,Marc Blucas,3,Robby Henson,Drama,MovieRoom Productions,PL,0
en,53,Luke Wilson,7,Mike Judge,Adventure,Twentieth Century Fox Film Corporation,US,2
en,13,Kevin Leslie,21,Zackary Adler,Crime,Carnaby International,GB,0
en,18,Thomas Turgoose,14,Shane Meadows,Drama,EM Media,GB,0
en,32,Bianca Bree,11,Dominic Burns,Action,Hawthorn Productions,GB,1
en,23,Red Skelton,15,George Sidney,Comedy,Metro-Goldwyn-Mayer (MGM),US,0
en,4,Aimee Garcia,1,Carmen Marron,Drama,Pantelion Film,US,0
en,10,Breckin Meyer,2,Tim McCanlies,Comedy,HSX Films,US,0
en,16,Howard Keel,7,George Sidney,Music,Metro-Goldwyn-Mayer (MGM),US,0
en,7,Michael Clarke Duncan,3,Mario Van Peebles,Drama,Heavy Duty Entertainment,,0
en,24,Susan Sarandon,43,Jason Stone,Thriller,Darius Films,CA,0
en,12,Jon Lovitz,16,Jerry Rees,Fantasy,The Kushner-Locke Company,US,0
en,4,Deems Taylor,36,David Hand,Animation,Walt Disney Pictures,US,0
en,4,Nicole Smolen,3,Jaco Booyens,Thriller,After Eden Pictures,US,0
en,16,Dana Kimmell,11,Steve Miner,Horror,Paramount Pictures,US,0
en,19,Melanie Kinnaman,15,Danny Steinmann,Horror,Paramount Pictures,US,0
en,20,Louise Fletcher,17,Michael Landon Jr.,Drama,,US,0
en,17,Mira Sorvino,34,Jon Gunn,Fantasy,Believe Entertainment,US,0
en,7,Brian Austin Green,2,Hayley Cloake,Thriller,,US,0
en,20,Greer Garson,8,Tay Garnett,Drama,Metro-Goldwyn-Mayer (MGM),US,0
en,14,Jessica Lowndes,2,Shyam Madiraju,Thriller,Ombra Films,MY,0
en,15,Chris Bisson,2,Harmage Singh Kalirai,Comedy,,GB,0
en,25,Allison Miller,2,Rita Merson,Romance,Sunrise Films,US,1
en,38,Robert Englund,16,Jon Knautz,Action,Brookstreet Pictures,CA,1
en,15,Fredric March,12,William Wyler,Drama,"Samuel Goldwyn Company, The",US,0
en,10,Brad Renfro,5,Larry Clark,Crime,StudioCanal,GB,0
en,7,Per Christian Ellefsen,7,Petter Næss,Comedy,Maipo Film- og TV Produksjon,NO,0
en,5,Robert Fontaine,7,Robert Fontaine,Drama,Industrial House Films,US,0
es,20,Manuela Velasco,31,Jaume Balagueró,Horror,Filmax,ES,0
en,5,Martha Higareda,3,Patricia Cardoso,Drama,,,0
en,0,,0,,,,,0
en,8,Louise Brealey,32,Neil Mcenery-West,Thriller,Bright Cold Day Films,GB,0
de,8,James Ransone,42,Anthony O'Brien,Adventure,ANA Media,US,0
en,45,Sean Connery,29,Terence Young,Action,United Artists,GB,1
en,17,Ron Fazio,16,Lloyd Kaufman,Comedy,Troma Entertainment,US,0
en,9,Woody Allen,11,Woody Allen,Comedy,Rollins-Joffe Productions,US,0
en,29,Maika Monroe,29,David Robert Mitchell,Horror,Northern Lights Films,US,1
en,21,Woody Allen,9,Woody Allen,Comedy,United Artists,US,0
en,56,Gregory Peck,34,Robert Mulligan,Crime,Universal Pictures,US,2
en,18,Mel Gibson,13,George Miller,Adventure,Kennedy Miller Productions,AU,0
cn,15,Jackie Chan,10,Liu Chia-Liang,Action,Paragon Films Ltd.,HK,0
en,24,Hilary Swank,26,Kimberly Peirce,Crime,Fox Searchlight Pictures,US,0
en,6,Elizabeth Olsen,7,Chris Kentis,Horror,Elle Driver,FR,0
de,33,Martina Gedeck,43,Florian Henckel von Donnersmarck,Drama,Arte,DE,1
en,16,Alex Kendrick,3,Alex Kendrick,Drama,TriStar Pictures,US,0
en,15,Paul Newman,14,Robert Rossen,Drama,Twentieth Century Fox Film Corporation,US,0
en,75,Clark Gable,20,Jack Conway,Adventure,Metro-Goldwyn-Mayer (MGM),US,3
fr,7,Béatrice Bonifassi,11,Sylvain Chomet,Adventure,Sony Pictures Classics,FR,0
en,11,Adam Beach,4,Chris Eyre,Drama,Miramax Films,CA,0
en,19,Paul Giamatti,6,Shari Springer Berman,Comedy,,US,0
en,10,Ethan Hawke,15,Richard Linklater,Drama,Castle Rock Entertainment,US,0
es,25,Gael García Bernal,59,Alejandro González Iñárritu,Drama,Altavista Films,MX,1
en,16,Evan Rachel Wood,26,Catherine Hardwicke,Crime,Fox Searchlight Pictures,US,0
en,13,Gregory Peck,12,Elia Kazan,Drama,Twentieth Century Fox Film Corporation,US,0
en,22,Jennifer Lawrence,13,Debra Granik,Drama,Anonymous Content,US,0
en,6,Brendan Mackey,12,Kevin Macdonald,Documentary,Darlow Smithson Productions,GB,0
en,28,Tyrone Power,11,Henry King,Drama,Twentieth Century Fox Film Corporation,US,1
en,11,Miranda July,15,Miranda July,Comedy,IFC Films,US,0
en,9,Matt Damon,31,Charles Ferguson,Documentary,Sony Pictures Classics,US,0
en,29,Zac Efron,7,Max Joseph,Drama,Working Title Films,GB,1
en,24,Forest Whitaker,9,Jim Jarmusch,Crime,Bac Films,US,0
en,16,Christian Bale,10,David Ayer,Crime,The Weinstein Company,US,0
en,23,Kate Mara,48,Jerry Jameson,Crime,Itaca Films,US,0
en,17,David Duchovny,21,Steven Soderbergh,Comedy,Miramax Films,US,0
en,13,Stephen Nichols,2,Kevin Tenney,Horror,,GB,0
en,27,Sook-Yin Lee,10,John Cameron Mitchell,Romance,Fortissimo Films,US,1
he,4,Ari Folman,11,Ari Folman,Drama,Les Films d'Ici,IL,0
en,2,Kirby Heyborne,0,,,,,0
en,4,Campbell Scott,2,Charles Ferguson,Documentary,,,0
en,22,Bel Powley,27,Marielle Heller,Drama,Caviar Films,US,0
en,9,Buzz Aldrin,1,David Sington,Documentary,Film4,GB,0
en,9,Michelle Williams,33,Kelly Reichardt,Drama,Film Science,US,0
en,4,Dennis Hopper,14,Fenton Bailey,History,,US,0
en,10,Danny Aiello,3,Bob Giraldi,Drama,Access Motion Picture Group,US,0
en,14,Toni Collette,1,Jill Sprecher,Comedy,,,0
en,8,Matt Bennett,2,Huck Botko,Comedy,Gary Sanchez Productions,US,0
fr,8,Isabelle Adjani,7,Luc Besson,Action,Gaumont,FR,0
en,14,Robin Williams,21,David Duchovny,Comedy,Tribeca Productions,US,0
en,7,Jess Weixler,13,Mitchell Lichtenstein,Comedy,Teeth,US,0
en,15,Jeffrey Falcon,9,Lance Mungia,Action,HSX Films,US,0
en,0,,0,,,,,0
en,11,Paul Kaye,10,Michael Dowse,Drama,,CA,0
en,6,Steve Buscemi,1,Hue Rhodes,Comedy,,US,0
en,15,Bob Hoskins,10,Shane Meadows,Comedy,Scala Films,GB,0
en,17,Jeremy Irvine,4,Roland Emmerich,Drama,Centropolis Entertainment,US,0
en,5,Saif Ali Khan,0,,Animation,Walt Disney Pictures,IN,0
en,8,James Caan,3,Danny Provenzano,Drama,,,0
en,9,William Brent,6,Bill Muir,Adventure,Kaos Entertainment,US,0
en,14,Anna Kendrick,5,Richard LaGravenese,Comedy,Lucky Monkey Pictures,US,0
en,13,Michael Shannon,2,Noah Buschel,Comedy,Strand Releasing,US,0
en,17,Melinda Clarke,9,Brian Yuzna,Comedy,Ozla Productions,US,0
en,16,Chris Evans,25,Hunter Richards,Drama,Destination Films,GB,0
en,8,Maggie Gyllenhaal,28,Laurie Collyer,Drama,Red Envelope Entertainment,US,0
en,15,Julie Benz,4,Aaron Hann,Horror,Votiv Films,US,0
en,16,Kelly Reilly,36,James Watkins,Horror,Aramid Entertainment Fund,GB,0
en,19,Emily Browning,7,Catherine Hardwicke,Thriller,Blumhouse Productions,US,0
en,15,James Corden,10,Phil Claydon,Horror,AV Pictures,GB,0
en,14,Daniel Buckland,2,Ralph Ziman,Drama,Muti Films,ZA,0
en,4,Lee Evans,8,John Simpson,Thriller,,GB,0
en,12,Sean Rogerson,16,Colin Minihan,Thriller,Darclight,CA,0
en,4,Ross Noble,11,Conor McMahon,Horror,Bórd Scannán na hÉireann,IE,0
en,9,Melissa Joan Hart,2,Chris Shadley,Crime,Hartbreak Films,US,0
