language,cast_num,cast_0,crew_num,director,genre_0,company_0,country
en,13,Simon Abkarian,2,Atom Egoyan,War,Alliance Atlantis Communications,CA
en,13,Jim Caviezel,1,William Bindley,Action,,US
en,5,Ray Liotta,35,Wayne Beach,Mystery,Sidney Kimmel Entertainment,US
fr,29,Jean Reno,11,Gérard Krawczyk,Drama,Canal Plus,JP
en,14,Nathan Fillion,10,James Gunn,Comedy,Universal Pictures,CA
en,18,Eddie Murphy,17,Martin Brest,Action,Paramount Pictures,US
en,31,Macaulay Culkin,44,Chris Columbus,Comedy,Twentieth Century Fox Film Corporation,US
es,8,Tom Selleck,10,Leonard Nimoy,Family,Touchstone Pictures,US
en,45,Dustin Hoffman,33,Sydney Pollack,Comedy,Columbia Pictures Corporation,US
en,15,Tom Cruise,38,Tony Scott,Action,Paramount Pictures,US
zh,12,Chow Yun-fat,13,Ang Lee,Adventure,Sony Pictures Classics,CN
en,40,Kevin Spacey,109,Sam Mendes,Drama,DreamWorks SKG,US
en,40,Colin Firth,93,Tom Hooper,Drama,The Weinstein Company,GB
en,52,Arnold Schwarzenegger,18,Ivan Reitman,Comedy,Universal Pictures,US
en,5,William Hurt,3,Udayan Prasad,Drama,area japan,US
en,21,Whoopi Goldberg,18,Steven Spielberg,Drama,Amblin Entertainment,US
ko,13,Park Joong-hoon,13,Yoon Je-kyoon,Action,Polygon Entertainment,KR
en,68,Benedict Cumberbatch,43,Morten Tyldum,History,Black Bear Pictures,GB
en,8,Goldie Hawn,11,Howard Zieff,Comedy,Warner Bros.,US
en,21,Sissy Spacek,17,Michael Apted,Drama,Universal Pictures,US
en,38,Zachary Gordon,79,Thor Freudenthal,Comedy,Dune Entertainment,GB
en,7,Jessica Chastain,14,Andy Muschietti,Horror,Universal Pictures,ES
en,24,Chevy Chase,6,Harold Ramis,Comedy,Warner Bros.,US
en,9,Johnny Knoxville,16,Jeff Tremaine,Comedy,Paramount Pictures,US
en,29,Helen Mirren,38,Stephen Frears,Drama,BIM Distribuzione,FR
en,28,Geena Davis,30,Tim Burton,Fantasy,"Geffen Company, The",US
en,9,Tyler Perry,2,Tyler Perry,Comedy,Lions Gate Films,US
en,10,Winona Ryder,32,Gillian Armstrong,Drama,Columbia Pictures,US
en,26,Daniel Radcliffe,28,James Watkins,Drama,Hammer Film Productions,CA
en,20,Camilla Belle,20,Simon West,Horror,Davis Entertainment,US
en,19,Frankie Muniz,7,Shawn Levy,Comedy,Universal Pictures,US
en,50,Robert De Niro,47,Michael Cimino,Drama,Universal Pictures,GB
en,16,Dustin Hoffman,29,Barry Levinson,Comedy,New Line Cinema,US
en,24,Hilary Duff,8,Jim Fall,Family,Walt Disney Pictures,US
en,22,Dwayne Johnson,25,Ric Roman Waugh,Thriller,Front Street Productions,US
en,21,Adam Scott,62,Michael Dougherty,Horror,Universal Pictures,US
en,33,Jordana Brewster,64,Robert Rodriguez,Horror,Dimension Films,US
en,11,Angela Bassett,3,Brian Gibson,Drama,Touchstone Pictures,US
en,21,Sylvester Stallone,20,James Mangold,Action,Miramax Films,US
en,96,Chyler Leigh,29,Joel Gallen,Comedy,Original Film,US
en,28,Jake Gyllenhaal,65,David Ayer,Crime,Emmett/Furla Films,US
en,17,Joshua Jackson,7,Rob Cohen,Crime,Universal Pictures,CA
en,45,Eddie Redmayne,86,James Marsh,Drama,Working Title Films,GB
en,16,Jamie Kennedy,12,John Whitesell,Comedy,Karz Entertainment,US
en,65,Natalie Portman,6,Matt Williams,Comedy,Twentieth Century Fox Film Corporation,US
en,53,Peter O'Toole,45,David Lean,Adventure,Horizon Pictures (II),GB
en,39,Scout Taylor-Compton,17,Rob Zombie,Horror,Dimension Films,US
en,57,Reese Witherspoon,69,Jean-Marc Vallée,Drama,Fox Searchlight Pictures,US
en,11,Garret Dillahunt,51,Dennis Iliadis,Crime,Rogue Pictures,US
en,10,Debra Messing,12,Clare Kilner,Comedy,26 Films,US
en,30,Jamie Lee Curtis,6,Rick Rosenthal,Horror,Dimension Films,US
en,27,Cary Elwes,18,Rob Reiner,Adventure,Act III Communications,US
en,49,Denzel Washington,24,Denzel Washington,Drama,The Weinstein Company,US
en,25,Ryan Gosling,74,Nicolas Winding Refn,Drama,Bold Films,US
en,8,Lindsay Lohan,8,Sara Sugarman,Comedy,Walt Disney Pictures,DE
en,15,Jennifer Aniston,9,Nicholas Hytner,Comedy,Twentieth Century Fox Film Corporation,US
en,52,Imogen Poots,61,Juan Carlos Fresnadillo,Horror,DNA Films,ES
en,65,Jim Caviezel,6,Thomas Carter,Drama,Mandalay Pictures,US
en,15,Jeff Daniels,3,Wayne Wang,Comedy,Twentieth Century Fox Film Corporation,US
en,20,"Chris Warren, Jr.",38,Gina Prince-Bythewood,Action,40 Acres & A Mule Filmworks,US
en,18,John Cusack,10,George Armitage,Action,Caravan Pictures,US
en,18,Sandra Bullock,15,Phil Traill,Comedy,Dune Entertainment,US
en,5,Kim Director,10,Joe Berlinger,Mystery,Artisan Entertainment,US
en,15,Robin Tunney,7,Andrew Fleming,Drama,Columbia Pictures,US
en,30,Jonathan Rhys Meyers,39,Woody Allen,Drama,DreamWorks,IE
en,15,Joey King,53,Elizabeth Allen Rosenbaum,Comedy,Dune Entertainment,US
en,33,Anthony Hopkins,41,James Ivory,Drama,Columbia Pictures,GB
en,94,Mark Wahlberg,19,Paul Thomas Anderson,Drama,New Line Cinema,US
en,11,Jean-Claude Van Damme,11,Robert Harmon,Action,Columbia Pictures,US
en,8,Tim McGraw,3,Michael Mayer,Drama,Twentieth Century Fox Film Corporation,GB
en,15,Michael Bailey Smith,13,Martin Weisz,Horror,Dune Entertainment,US
en,19,Jennifer Morrison,6,John Ottman,Horror,Original Film,CA
en,8,Alexis Bledel,1,Jay Russell,Fantasy,Walt Disney Pictures,US
en,10,John Cena,57,John Bonito,Action,Twentieth Century Fox Film Corporation,US
en,29,Jordan Peele,18,Peter Atencio,Action,New Line Cinema,US
en,7,Gwyneth Paltrow,10,Shana Feste,Drama,Maguire Entertainment,US
en,15,James Marsden,27,David Nutter,Mystery,Village Roadshow Pictures,AU
en,33,Ryan Gosling,22,Derek Cianfrance,Drama,Sidney Kimmel Entertainment,US
en,38,Pierce Brosnan,16,Roger Donaldson,Crime,Irish Dreamtime,GB
en,25,Ewan McGregor,4,Stephan Elliott,Drama,Destination Films,AU
en,11,Jeremy Renner,28,Kathryn Bigelow,Drama,Summit Entertainment,US
en,15,David Keith,15,Mark L. Lester,Fantasy,Universal Pictures,US
en,20,Brad Pitt,21,Andrew Dominik,Crime,Plan B Entertainment,US
en,28,Philip Seymour Hoffman,42,Anton Corbijn,Thriller,Senator Film Produktion,GB
en,45,Tom Green,23,Tom Green,Comedy,Regency Enterprises,US
en,15,Phil Vischer,3,Mike Nawrocki,Adventure,Starz Animation,US
en,4,Bono,16,Mark Pellington,Music,National Geographic Entertainment,US
en,6,Christopher Lambert,13,Douglas Aarniokoski,Action,Davis-Panzer Productions,US
en,25,André Benjamin,37,Bryan Barber,Crime,Atlas Entertainment,US
en,31,Anne Hathaway,6,Lone Scherfig,Drama,Film 4,GB
en,20,Ellen Page,2,Drew Barrymore,Drama,Dune Entertainment,US
en,32,Barry Pepper,5,Brian Koppelman,Crime,Lawrence Bender Productions,US
en,21,Edward Burns,22,James Foley,Action,Cinerenta Medienbeteiligungs KG,CA
en,13,Albert Brooks,4,Albert Brooks,Fantasy,October Films,US
en,21,Kevin Kline,18,Irwin Winkler,Drama,Metro-Goldwyn-Mayer (MGM),GB
en,22,Woody Allen,16,Francis Ford Coppola,Comedy,Touchstone Pictures,US
en,0,,1,Steve Gomer,Family,PolyGram Filmed Entertainment,US
en,21,Russell Crowe,12,RZA,Action,Arcade Pictures,HK
en,8,Drew Barrymore,23,Dean Parisot,Drama,Warner Bros.,US
en,8,Leelee Sobieski,6,Mark Piznarski,Romance,Fox 2000 Pictures,US
en,22,Jonathan Pryce,30,Terry Gilliam,Comedy,Embassy International Pictures,GB
en,12,Hilary Duff,13,Sean McNamara,Music,New Line Cinema,US
en,41,Jeff Bridges,98,Joel Coen,Comedy,Gramercy Pictures,GB
en,15,Samuel L. Jackson,8,Craig Brewer,Drama,Paramount Classics,US
en,17,Kurt Russell,22,Ron Shelton,Action,United Artists,DE
en,15,Angelina Jolie,16,Michael Winterbottom,Drama,Plan B Entertainment,FR
en,20,Jodi Lyn O'Keefe,32,David Raynr,Drama,Columbia Pictures Corporation,US
en,13,Cuba Gooding Jr.,30,Mort Nathan,Comedy,Motion Picture Corporation of America,DE
en,11,Rupert Everett,8,Oliver Parker,Comedy,Ealing Studios,FR
en,4,Campbell Scott,1,Dan Curtis,Comedy,,
en,10,Luke Wilson,20,Wil Shriner,Drama,The Kennedy/Marshall Company,US
en,24,Colin Farrell,25,Martin McDonagh,Comedy,Blueprint Pictures,GB
en,10,Craig Robinson,16,Tina Gordon Chism,Comedy,34th Street Films,US
en,22,Rainn Wilson,5,Peter Cattaneo,Comedy,Fox Atomic,US
en,31,Alexis Bledel,56,Vicky Jenson,Comedy,Dune Entertainment,US
en,15,Matt Damon,16,Gus Van Sant,Drama,Participant Media,AE
en,20,Larry David,6,Woody Allen,Comedy,Sony Pictures Classics,FR
en,11,Susan Ward,2,Mary Lambert,Thriller,Morgan Creek Productions,US
en,16,Tommy Lee Jones,49,Tommy Lee Jones,Adventure,The Javelina Film Company,US
en,12,Robin Williams,18,Peter Kassovitz,Comedy,Columbia Pictures,FR
en,22,Robert Downey Jr.,22,Shane Black,Action,Silver Pictures,US
en,25,Devon Sawa,13,Rodman Flender,Thriller,Columbia Pictures Corporation,US
en,71,Naomi Watts,17,David Lynch,Thriller,Asymmetrical Productions,FR
en,20,Agnes Bruckner,38,Katja von Garnier,Drama,Lakeshore Entertainment,RO
en,29,Gemma Jones,11,Woody Allen,Comedy,Antena 3 Films,US
en,24,Carey Mulligan,33,Mark Romanek,Drama,Fox Searchlight Pictures,GB
en,10,Chris O'Donnell,1,Mikael Salomon,Drama,,
en,16,Woody Harrelson,23,Brad Anderson,Thriller,Lietuvos Kinostudija,DE
en,9,Daryl Hannah,12,Michael Chapman,Adventure,The Guber-Peters Company,US
en,14,Melanie Griffith,3,Antonio Banderas,Comedy,Columbia Pictures,US
en,10,Naomi Watts,19,Michael Haneke,Horror,Celluloid Dreams,AT
en,6,Thomas Stroppel,28,Khalil Sullins,Drama,Young Medium,US
en,25,Bob Hoskins,5,Atom Egoyan,Drama,Alliance Atlantis Communications,CA
de,21,Brigitte Helm,22,Fritz Lang,Drama,Paramount Pictures,DE
fr,25,David Belle,18,Pierre Morel,Action,Canal Plus,FR
en,14,Andy García,8,Gary Fleder,Drama,Miramax Films,US
zh,16,Shu Qi,24,Hou Hsiao-hsien,Action,Media Asia Films,CN
en,16,Joaquin Phoenix,13,Gregor Jordan,Drama,Grosvenor Park Films LLP,DE
ru,10,Vladimir Garin,10,Andrey Zvyagintsev,Thriller,Ren Film,RU
th,4,Tony Jaa,5,Tony Jaa,Adventure,Iyara Films,TH
en,22,Michael Fassbender,62,Neil Marshall,Adventure,Pathé Pictures International,FR
en,4,Dolph Lundgren,2,Russell Mulcahy,Drama,Newmarket Capital Group,CA
en,11,Bradley Cooper,11,Ryûhei Kitamura,Mystery,Lions Gate Films,US
en,10,Elias Koteas,3,Darrell James Roodt,Drama,,
en,19,Channing Tatum,3,Dito Montiel,Drama,Millennium Films,US
en,9,Matt LeBlanc,2,Stefan Ruzowitzky,Action,,AT
en,10,Penélope Cruz,2,Jake Paltrow,Comedy,Destination Films,DE
en,43,Anna Friel,18,Juraj Jakubisko,Drama,Lunar Films,CZ
en,22,Jake T. Austin,3,Anthony Silverston,Animation,Triggerfish Animation,ZA
en,21,Antonio Banderas,56,Gabe Ibáñez,Thriller,Green Moon Productions,ES
en,7,Bruce Payne,34,Gerry Lively,Action,Skyline Films,DE
zh,15,Jackie Chan,2,Derek Yee Tung-Sing,Drama,JCE Movies,HK
en,29,Linus Roache,1,Julien Temple,Drama,Arts Council of England,GB
en,30,Bill Murray,44,Harold Ramis,Romance,Columbia Pictures,US
en,54,Channing Tatum,21,Gregory Jacobs,Comedy,Warner Bros.,US
en,15,Leonardo DiCaprio,18,Baz Luhrmann,Drama,Bazmark Films,US
fr,13,Kristin Scott Thomas,14,Gilles Paquet-Brenner,Drama,France 2 Cinéma,FR
en,13,Cuba Gooding Jr.,2,Peter Cousens,Drama,Production One,US
en,33,Clint Eastwood,43,Clint Eastwood,Western,Malpaso Productions,US
da,12,Bryce Dallas Howard,14,Lars von Trier,Drama,Zentropa Entertainments,DK
en,15,Dev Patel,59,Danny Boyle,Drama,Fox Searchlight Pictures,IN
en,14,Michael Douglas,7,Adrian Lyne,Drama,Paramount Pictures,US
en,17,Julia Roberts,10,Garry Marshall,Romance,Touchstone Pictures,US
en,10,Paul Hogan,10,John Cornell,Adventure,Paramount Pictures,AU
en,24,María Valverde,5,Vidhu Vinod Chopra,Thriller,Reliance Entertainment,US
en,95,Tom Cruise,34,Oliver Stone,Drama,Universal Pictures,US
en,15,Leon Robinson,13,Jon Turteltaub,Comedy,Walt Disney,US
en,16,Jensen Ackles,18,Patrick Lussier,Mystery,Lionsgate,US
en,12,Columbus Short,13,Sylvain White,Drama,Rainforest Films,US
en,29,Roger Moore,19,Lewis Gilbert,Adventure,United Artists,GB
en,26,Alicia Witt,28,Jamie Blanks,Horror,Original Film,CA
en,10,Tyler Perry,10,Tyler Perry,Comedy,,US
en,12,Klaus Maria Brandauer,18,Randal Kleiser,Action,Walt Disney Pictures,US
en,31,Molly Shannon,3,Bruce McCulloch,Comedy,SNL Studios,CA
en,31,Meryl Streep,15,Phyllida Lloyd,History,UK Film Council,FR
en,15,Phil Vischer,4,Phil Vischer,Action,Big Idea Productions,US
en,28,Janet Jackson,12,John Singleton,Drama,Columbia Pictures,US
en,7,Ice Cube,1,Kevin Bray,Action,New Line Cinema,US
en,9,Eddie Murphy,11,Wes Craven,Comedy,Paramount Pictures,US
en,24,Linda Blair,9,John Boorman,Horror,Warner Bros.,US
en,19,Donald Sutherland,51,Courtney Solomon,Horror,Media Pro Pictures,GB
en,11,Ashton Kutcher,9,David Zucker,Comedy,Dimension Films,US
en,12,Milla Jovovich,25,David Twohy,Thriller,Davis Entertainment,US
en,27,Forest Whitaker,1,Rick Famuyiwa,Comedy,Fox Searchlight Pictures,US
en,15,Tom Everett Scott,5,Alan Cohn,Comedy,Paramount Pictures,US
en,16,Cher,9,Franco Zeffirelli,Comedy,Medusa Produzione,GB
en,10,Robert John Burke,8,Tom Holland,Horror,Paramount Pictures,US
en,9,Liza Minnelli,9,Martin Scorsese,Drama,United Artists,US
en,16,Alfre Woodard,3,Spike Lee,Comedy,Universal Pictures,US
en,10,Chris Rock,14,Chris Rock,Comedy,Fox Searchlight Pictures,IN
en,11,Kane Hodder,9,James Isaac,Horror,New Line Cinema,US
en,19,Anthony Hopkins,13,Emilio Estevez,History,The Weinstein Company,US
en,20,Monica Potter,4,Mark Waters,Comedy,Universal Studios,US
en,13,Victoria Justice,10,Josh Schwartz,Comedy,Paramount Pictures,US
fr,23,Mathieu Amalric,19,Julian Schnabel,Drama,France 3 Cinéma,FR
en,24,Kate Winslet,36,Todd Field,Romance,New Line Cinema,US
en,9,Joshua Jackson,11,Davis Guggenheim,Drama,Village Roadshow Pictures,US
en,16,Diane Lane,26,Tony Goldwyn,Drama,Miramax Films,AU
en,13,Tim Robbins,13,Phillip Noyce,Action,Mirage Enterprises,FR
en,19,Eliza Dushku,2,Stephen Carpenter,Horror,,US
en,14,Nick Nolte,4,James Ivory,Drama,Merchant Ivory Productions,US
en,14,Jessica Biel,14,Stephan Elliott,Comedy,BBC Films,CA
en,9,Anthony Quinn,16,James Fargo,Action,Universal Pictures,US
en,72,Timothy Spall,43,Mike Leigh,History,Film4,GB
fr,13,André Dussollier,13,Alain Resnais,Drama,France 2 Cinéma,FR
fr,19,Ulrich Tukur,18,Costa-Gavras,Drama,Renn Productions,FR
zh,17,Michelle Yeoh,14,John Woo,History,Lion Rock Productions,CN
en,12,Tim Robbins,19,Neil Burger,Comedy,,US
en,22,Anna Paquin,25,Kenneth Lonergan,Drama,Fox Searchlight Pictures,US
en,27,Diora Baird,2,Bo Zenga,Comedy,Insight Productions,CA
en,20,Madeline Carroll,71,Rob Reiner,Romance,Reiner / Greisman Productions,US
en,15,Heath Ledger,34,Ang Lee,Drama,River Road Entertainment,CA
en,14,Alicia Silverstone,11,Amy Heckerling,Comedy,Paramount Pictures,US
en,10,Julianne Moore,14,Todd Haynes,Drama,Clear Blue Sky Productions,US
en,24,Rob Corddry,72,Steve Pink,Comedy,Paramount Pictures,US
en,17,Geoffrey Rush,13,Philip Kaufman,Drama,Fox Searchlight Pictures,DE
en,33,Colin Farrell,11,Martin McDonagh,Comedy,Blueprint Pictures,GB
en,6,Samuel L. Jackson,2,Kasi Lemmons,Drama,Franchise Pictures,US
de,62,Bruno Ganz,59,Oliver Hirschbiegel,Drama,Degeto Film,AT
es,22,Javier Bardem,72,Alejandro Amenábar,Drama,Canal Plus,ES
en,24,Scarlett Johansson,62,Jonathan Glazer,Thriller,Scottish Screen,GB
en,15,Robin Williams,14,Barry Levinson,Comedy,Silver Screen Partners III,US
en,15,Harvey Keitel,2,Shim Hyung-Rae,Action,,
en,5,Justin Bieber,2,Jon M. Chu,Documentary,Insurge Pictures,US
en,29,Natalie Portman,101,Darren Aronofsky,Drama,Fox Searchlight Pictures,US
en,84,Al Pacino,53,Francis Ford Coppola,Drama,Paramount Pictures,US
en,21,Julia Stiles,21,Thomas Carter,Drama,MTV Films,US
en,29,Robert Englund,15,Renny Harlin,Horror,New Line Cinema,US
en,47,Jennifer Garner,6,Patricia Riggen,Drama,TriStar Pictures,US
en,15,Ashton Kutcher,122,Danny Leiner,Comedy,Twentieth Century Fox Film Corporation,US
en,19,Emilio Estevez,10,Christopher Cain,Crime,Twentieth Century Fox Film Corporation,US
en,28,Bill Murray,12,Theodore Melfi,Comedy,The Weinstein Company,US
en,12,Kevin Hart,5,Steve Pink,Comedy,"Screen Gems, Inc.",US
en,44,Heath Ledger,37,Gil Junger,Comedy,Mad Chance,US
en,19,DJ Qualls,23,Ed Decter,Comedy,Revolution Studios,US
en,24,Emilio Estevez,11,Gene Quintano,Comedy,New Line Cinema,US
en,12,Blake Lively,62,Jaume Collet-Serra,Horror,Columbia Pictures,US
en,28,Ashton Kutcher,125,Eric Bress,Science Fiction,New Line Cinema,CA
en,21,Chevy Chase,3,Chris Koch,Comedy,Paramount Pictures,US
en,7,Loretta Devine,2,Preston A. Whitmore II,Comedy,Screen Gems,US
en,6,Kathleen Turner,3,Bob Clark,Science Fiction,TriStar Pictures,US
en,10,Mark Wahlberg,11,Kirk Wong,Action,TriStar Pictures,US
en,7,Michelle Trachtenberg,3,Bronwen Hughes,Comedy,Paramount Pictures,US
en,10,Alex Vincent,7,John Lafia,Drama,Universal Pictures,US
en,18,Idris Elba,62,Sam Miller,Crime,Will Packer Productions,US
en,44,Thomas Jane,59,Frank Darabont,Science Fiction,Darkwoods Productions,US
en,11,Domhnall Gleeson,60,Alex Garland,Drama,DNA Films,GB
en,17,John Cusack,23,Spike Jonze,Fantasy,Gramercy Pictures,US
en,25,Vivica A. Fox,2,Mark Brown,Comedy,Screen Gems,US
en,27,Teo Halm,59,Dave Green,Family,Walt Disney Studios Motion Pictures,US
en,15,Kirsten Dunst,22,John Stockwell,Drama,Touchstone Pictures,US
en,18,Ken Watanabe,49,Clint Eastwood,Action,DreamWorks SKG,JP
en,60,Billy Bob Thornton,16,Michael Polish,Adventure,Polish Brothers Construction,US
en,12,Jada Pinkett Smith,2,Daisy von Scherler Mayer,Comedy,New Line Cinema,US
en,24,Brie Larson,24,Lenny Abrahamson,Drama,Téléfilm Canada,CA
en,73,Norm Macdonald,3,Bob Saget,Comedy,Robert Simonds Productions,CA
en,67,Kathleen Turner,6,John Waters,Comedy,Savoy Pictures,US
en,15,Kirsten Dunst,16,Andrew Fleming,Comedy,Columbia Pictures,CA
en,11,Usher Raymond,2,Craig Bolotin,Drama,,US
en,34,Ryan Phillippe,45,Mark Christopher,Music,Redeemable Features,US
en,18,Jake Gyllenhaal,8,Blair Hayes,Adventure,Touchstone Pictures,US
en,20,Nicole Kidman,26,Jez Butterworth,Comedy,HAL Films,GB
en,13,Miles Teller,26,Jon Lucas,Comedy,Relativity Media,US
fr,48,Steve Buscemi,61,Isabel Coixet,Drama,Filmazure,FR
en,9,Samuel L. Jackson,19,Rod Lurie,Drama,Battleplan Productions,US
en,29,Tina Fey,5,Paul Weitz,Comedy,Focus Features,US
en,16,Daniel Auteuil,3,Patrice Leconte,Romance,Cinémaginaire Inc.,FR
en,19,Julianne Moore,25,Atom Egoyan,Drama,StudioCanal,FR
en,10,Cher,5,Paul Mazursky,Comedy,New Line Cinema,US
en,20,Vin Diesel,29,Sidney Lumet,Drama,Yari Film Group,DE
en,19,Logan Lerman,16,Stephen Chbosky,Drama,Summit Entertainment,US
en,7,Thomas Ian Griffith,2,Jon Hess,Action,New Line Cinema,US
en,13,Sigourney Weaver,45,Douglas McGrath,Drama,Killer Films,US
en,7,Peter Mullan,19,Michael Winterbottom,Drama,Revolution Films,GB
en,9,Olivia Taylor Dudley,20,Mark Neveldine,Thriller,Lakeshore Entertainment,US
en,32,Nick Frost,28,Joe Cornish,Action,UK Film Council,GB
en,11,Zana Marjanović,19,Angelina Jolie,Drama,FilmDistrict,US
en,11,Halle Berry,15,Brad Anderson,Crime,TriStar Pictures,US
ko,14,Lee Jung-jae,5,John H. Lee,History,Taewon Entertainment,KR
en,14,Steve Irwin,12,John Stainton,Family,Cheyenne Enterprises,AU
en,34,Jim Carrey,22,Glenn Ficarra,Comedy,EuropaCorp,US
xx,19,Everett McGill,7,Jean-Jacques Annaud,Adventure,Belstar Productions,CA
en,10,Derek Luke,9,Denzel Washington,Drama,Fox Searchlight Pictures,US
en,9,Kevin Kline,3,Michael Hoffman,Drama,Universal Pictures,US
en,40,Christian Slater,39,Tony Scott,Action,Davis-Films,US
en,15,Eva Green,5,Benedek Fliegauf,Romance,Razor Film Produktion GmbH,DE
en,19,Al Pacino,40,James Foley,Crime,New Line Cinema,US
en,9,Casey Affleck,4,Michael Winterbottom,Crime,Revolution Films,US
en,10,Nastassja Kinski,14,Paul Schrader,Drama,Universal Pictures,US
en,37,Rumer Willis,13,Stewart Hendler,Horror,Summit Entertainment,US
en,12,Ronald Colman,14,John Cromwell,Adventure,United Artists,US
en,15,Ryan Gosling,14,Craig Gillespie,Comedy,Sidney Kimmel Entertainment,US
en,19,Asa Butterfield,55,Mark Herman,War,Miramax Films,GB
en,29,Björk,62,Lars von Trier,Drama,Fine Line Features,AR
en,6,Ralph Fiennes,2,Gillian Armstrong,Drama,Fox Searchlight Pictures,AU
en,16,Christopher Walken,2,Abel Ferrara,Crime,C&P Productions,US
en,27,Michael Douglas,7,Brian Koppelman,Comedy,Smartest Man Productions,US
en,29,Danny Trejo,18,Robert Rodriguez,Action,Dune Entertainment,US
en,16,Kevin Spacey,2,George Hickenlooper,Crime,An Olive Branch Productions,CA
en,8,Gabriel Damon,22,Don Bluth,Animation,Lucasfilm,IE
ko,16,Jang Dong-gun,13,Kang Je-gyu,Action,Showbox Entertainment,KR
en,18,Clifton Collins Jr,14,William Dear,Drama,HighRoad Entertainment,US
en,17,Linda Blair,24,William Friedkin,Drama,Warner Bros.,US
en,28,Roy Scheider,28,Steven Spielberg,Horror,Universal Pictures,US
en,43,Jason Biggs,86,Chris Weitz,Comedy,Universal Pictures,US
fr,25,Anne-Marie Loop,12,Stéphane Aubier,Animation,StudioCanal,BE
en,8,Eddie Murphy,10,Michael Ritchie,Action,Paramount Pictures,US
en,19,Michael Ealy,62,Tim Story,Comedy,Rainforest Films,US
en,12,Ice Cube,12,Tim Story,Comedy,Metro-Goldwyn-Mayer (MGM),US
en,16,William Shatner,14,Nicholas Meyer,Action,Paramount Pictures,US
en,19,Jim Carrey,10,Tom Shadyac,Comedy,Warner Bros.,US
en,33,Matthew Broderick,15,John Badham,Thriller,United Artists,US
en,18,Harrison Ford,7,Peter Weir,Crime,Paramount Pictures,US
en,19,Roselyn Sánchez,44,Mike McCoy,Action,Relativity Media,US
en,114,Channing Tatum,30,Anne Fletcher,Music,Summit Entertainment,US
en,15,Mike Judge,44,Mike Judge,Animation,Paramount Pictures,US
en,32,Pam Grier,9,Quentin Tarantino,Comedy,Miramax Films,US
en,19,John Cho,7,Jon Hurwitz,Comedy,New Line Cinema,US
en,9,Dane DeHaan,71,Josh Trank,Science Fiction,Twentieth Century Fox Film Corporation,US
en,7,Barbra Streisand,9,Barbra Streisand,Music,United Artists,GB
en,37,Sean Connery,16,Terry Gilliam,Family,Handmade Films Ltd.,GB
en,9,Britney Spears,3,Tamra Davis,Action,Paramount Pictures,US
en,28,Oliver Cooper,17,Nima Nourizadeh,Comedy,Silver Pictures,US
en,42,George C. Scott,51,Franklin J. Schaffner,Drama,Twentieth Century Fox Film Corporation,US
en,24,Robin Williams,39,Mark Romanek,Horror,Fox Searchlight Pictures,US
en,16,Jennifer Carpenter,11,John Erick Dowdle,Horror,Vertigo Entertainment,US
en,12,Jessica Alba,21,David Moreau,Drama,Paramount Vantage,US
en,11,Cedric the Entertainer,6,Christopher Erskin,Comedy,Fox Searchlight Pictures,US
en,10,Method Man,70,Jesse Dylan,Comedy,Universal Pictures,US
en,19,Michael Caine,10,Brian Henson,Comedy,Walt Disney Pictures,US
en,14,Salma Hayek,27,Julie Taymor,Drama,Miramax Films,MX
en,11,Katy Perry,13,Dan Cutforth,Documentary,Paramount Pictures,US
en,49,Shailene Woodley,65,Josh Boone,Romance,Fox 2000 Pictures,US
en,59,Matt Damon,14,John Dahl,Drama,Miramax Films,US
en,24,Chris Rock,18,Chris Rock,Drama,Paramount Pictures,US
en,12,Talia Shire,5,John Frankenheimer,Horror,Paramount Pictures,US
en,12,Kevin Bacon,8,David Koepp,Horror,Artisan Entertainment,US
en,39,Judi Dench,21,Stephen Frears,Drama,BBC Films,GB
en,12,Joan Allen,14,Mike Binder,Comedy,New Line Cinema,US
en,18,Gregory Peck,18,Franklin J. Schaffner,Horror,Producers Circle,GB
en,23,Emma Roberts,15,Elizabeth Allen Rosenbaum,Fantasy,Fox 2000 Pictures,AU
en,25,Nat Wolff,13,Jake Schreier,Drama,Fox 2000 Pictures,US
en,6,Eddie Griffin,1,Cheryl Dunye,Comedy,,US
en,14,Bruce Dern,69,Alexander Payne,Drama,Paramount Vantage,US
en,18,Billy Zane,21,Ernest R. Dickerson,Horror,Universal Pictures,US
en,27,Alex D. Linz,4,Tim Hill,Comedy,Walt Disney Pictures,US
en,18,Charlize Theron,41,Jason Reitman,Comedy,Paramount Pictures,US
en,48,Jason Statham,73,Brian Taylor,Action,Lions Gate Films,US
en,4,Bill Bellamy,2,Lionel C. Martin,Comedy,Island Pictures,US
en,8,Holly Hunter,11,Richard LaGravenese,Comedy,New Line Cinema,US
en,10,Queen Latifah,15,Sanaa Hamri,Comedy,Fox Searchlight Pictures,US
en,35,Anne Hathaway,20,Jonathan Demme,Drama,Clinica Estetico,US
en,28,Jack Nicholson,9,Bob Rafelson,Romance,Lorimar Film Entertainment,DE
en,13,Scarlett Johansson,13,Peter Webber,Drama,Wild Bear Films,GB
de,29,Jürgen Prochnow,39,Wolfgang Petersen,Action,Radiant Film GmbH,DE
en,9,Barry Watson,8,Wallace Wolodarsky,Comedy,Touchstone Pictures,US
en,28,Domhnall Gleeson,12,Richard Curtis,Comedy,Working Title Films,GB
zh,17,Takeshi Kaneshiro,11,Zhang Yimou,Adventure,Beijing New Picture Film Co. Ltd.,CN
